Time,IMU_SHIN_L_YAW,IMU_SHIN_L_PITCH,IMU_SHIN_L_ROLL,IMU_SHIN_R_YAW,IMU_SHIN_R_PITCH,IMU_SHIN_R_ROLL,FSR_HEEL_L_RAW,FSR_HEEL_R_RAW,IMU_FOOT_L_YAW,IMU_FOOT_L_PITCH,IMU_FOOT_L_ROLL,IMU_FOOT_R_YAW,IMU_FOOT_R_PITCH,IMU_FOOT_R_ROLL,
11.65,0.00,-0.28,-2.55,-0.01,0.38,-5.18,9.00,8.00,0.00,-0.28,-2.55,-0.01,0.38,-5.18,
11.66,0.00,-0.28,-2.55,-0.01,0.38,-5.18,9.00,6.00,0.00,-0.28,-2.55,-0.01,0.38,-5.18,
11.67,0.00,-0.28,-2.55,-0.01,0.38,-5.18,9.00,7.00,0.00,-0.28,-2.55,-0.01,0.38,-5.18,
11.68,0.00,-0.28,-2.55,-0.01,0.38,-5.18,8.00,8.00,0.00,-0.28,-2.55,-0.01,0.38,-5.18,
11.69,0.00,-0.28,-2.55,-0.01,0.38,-5.18,9.00,7.00,0.00,-0.28,-2.55,-0.01,0.38,-5.18,
11.70,0.00,-0.28,-2.55,-0.01,0.38,-5.18,8.00,8.00,0.00,-0.28,-2.55,-0.01,0.38,-5.18,
11.71,0.00,-0.28,-2.54,-0.01,0.38,-5.18,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.72,0.00,-0.28,-2.54,-0.01,0.38,-5.18,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.73,0.00,-0.28,-2.54,-0.01,0.38,-5.18,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.74,0.00,-0.28,-2.54,-0.01,0.38,-5.18,7.00,9.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.75,0.00,-0.28,-2.54,-0.01,0.38,-5.18,7.00,9.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.76,0.00,-0.28,-2.54,-0.01,0.38,-5.18,8.00,7.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.77,0.00,-0.28,-2.54,-0.01,0.38,-5.18,7.00,9.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.78,0.00,-0.28,-2.54,-0.01,0.38,-5.18,8.00,10.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.79,0.00,-0.28,-2.54,-0.01,0.38,-5.18,7.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.80,0.00,-0.28,-2.54,-0.01,0.38,-5.18,8.00,10.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.81,0.00,-0.28,-2.54,-0.01,0.38,-5.18,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.82,0.00,-0.28,-2.54,-0.01,0.38,-5.18,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.83,0.00,-0.28,-2.54,-0.01,0.38,-5.18,10.00,6.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.84,0.00,-0.28,-2.54,-0.01,0.38,-5.18,8.00,9.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.85,0.00,-0.28,-2.54,-0.01,0.38,-5.18,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.86,0.00,-0.28,-2.54,-0.01,0.38,-5.18,11.00,7.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.87,0.00,-0.28,-2.54,-0.01,0.38,-5.18,12.00,7.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.88,0.00,-0.28,-2.54,-0.01,0.38,-5.18,12.00,9.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.89,0.00,-0.28,-2.54,-0.01,0.38,-5.18,9.00,9.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.90,0.00,-0.28,-2.54,-0.01,0.38,-5.18,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.18,
11.91,0.00,-0.28,-2.54,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
11.92,0.00,-0.28,-2.54,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
11.93,0.00,-0.28,-2.54,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
11.94,0.00,-0.28,-2.54,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
11.95,0.00,-0.28,-2.54,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
11.96,0.00,-0.28,-2.54,-0.01,0.38,-5.19,9.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
11.97,0.00,-0.28,-2.54,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
11.98,0.00,-0.28,-2.54,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
11.99,0.00,-0.28,-2.54,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
12.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
12.01,0.00,-0.28,-2.54,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
12.02,0.00,-0.28,-2.54,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
12.03,0.00,-0.28,-2.54,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
12.04,0.00,-0.28,-2.54,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
12.05,0.00,-0.28,-2.54,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
12.06,0.00,-0.28,-2.54,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.28,-2.54,-0.01,0.38,-5.19,
12.07,0.00,-0.27,-2.54,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.54,-0.01,0.38,-5.20,
12.08,0.00,-0.27,-2.54,-0.01,0.38,-5.20,8.00,9.00,0.00,-0.27,-2.54,-0.01,0.38,-5.20,
12.09,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.10,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,10.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.11,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.12,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.13,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.14,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.15,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.16,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.17,0.00,-0.27,-2.55,-0.01,0.38,-5.20,9.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.18,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.19,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.20,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.21,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.22,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.23,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.24,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.25,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.26,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.27,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.28,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.29,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.30,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.31,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.32,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.33,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.34,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.35,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.36,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.37,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.38,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.39,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.40,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.41,0.00,-0.27,-2.55,-0.01,0.38,-5.20,9.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.42,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.43,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.44,0.00,-0.27,-2.55,-0.01,0.38,-5.20,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.20,
12.45,0.00,-0.27,-2.55,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.19,
12.46,0.00,-0.27,-2.55,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.19,
12.47,0.00,-0.27,-2.55,-0.01,0.38,-5.19,9.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.19,
12.48,0.00,-0.27,-2.55,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.19,
12.49,0.00,-0.27,-2.55,-0.01,0.38,-5.19,9.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.19,
12.50,0.00,-0.27,-2.55,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.19,
12.51,0.00,-0.27,-2.55,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.19,
12.52,0.00,-0.27,-2.55,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.19,
12.53,0.00,-0.27,-2.55,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.19,
12.54,0.00,-0.27,-2.55,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.19,
12.55,0.00,-0.27,-2.55,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.38,-5.19,
12.56,0.00,-0.27,-2.55,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.19,
12.57,0.00,-0.27,-2.55,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.19,
12.58,0.00,-0.27,-2.55,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.38,-5.19,
12.59,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
12.60,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
12.61,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
12.62,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
12.63,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
12.64,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
12.65,0.00,-0.27,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.37,-5.19,
12.66,0.00,-0.27,-2.56,-0.01,0.37,-5.19,7.00,9.00,0.00,-0.27,-2.56,-0.01,0.37,-5.19,
12.67,0.00,-0.27,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.37,-5.19,
12.68,0.00,-0.27,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.37,-5.19,
12.69,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,9.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.70,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.71,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.72,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.73,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.74,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,9.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.75,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,9.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.76,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.77,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.78,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.79,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.80,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.81,0.00,-0.26,-2.56,-0.01,0.37,-5.19,9.00,9.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.82,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.83,0.01,-0.26,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.01,-0.26,-2.56,-0.01,0.37,-5.19,
12.84,0.01,-0.26,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.01,-0.26,-2.56,-0.01,0.37,-5.19,
12.85,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.86,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,9.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.87,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.88,0.00,-0.26,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.37,-5.19,
12.89,0.00,-0.27,-2.56,-0.01,0.37,-5.19,9.00,8.00,0.00,-0.27,-2.56,-0.01,0.37,-5.19,
12.90,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
12.91,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
12.92,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
12.93,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
12.94,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
12.95,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
12.96,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
12.97,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
12.98,0.01,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.01,-0.26,-2.56,-0.01,0.38,-5.19,
12.99,0.01,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.01,-0.26,-2.56,-0.01,0.38,-5.19,
13.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,9.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.01,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.02,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.03,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,7.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.04,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.06,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.06,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.07,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.09,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.10,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.10,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.11,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.12,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.14,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.15,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.15,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.16,0.00,-0.27,-2.57,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.57,-0.01,0.38,-5.19,
13.18,0.00,-0.26,-2.57,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.57,-0.01,0.38,-5.19,
13.19,0.00,-0.26,-2.57,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.26,-2.57,-0.01,0.38,-5.19,
13.19,0.00,-0.26,-2.57,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.57,-0.01,0.38,-5.19,
13.20,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.22,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.23,0.00,-0.26,-2.56,-0.01,0.38,-5.19,9.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.23,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.24,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.26,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.27,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.27,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.28,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.30,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.31,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.31,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.32,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.34,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.35,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.35,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.36,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.38,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.39,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.40,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.40,0.00,-0.26,-2.56,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.26,-2.56,-0.01,0.38,-5.19,
13.41,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.43,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.44,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.44,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.45,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.47,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.48,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.49,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,9.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.50,0.00,-0.27,-2.56,-0.01,0.38,-5.19,8.00,11.00,0.00,-0.27,-2.56,-0.01,0.38,-5.19,
13.51,0.00,-0.27,-2.56,-0.02,0.37,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.02,0.37,-5.19,
13.52,0.00,-0.27,-2.56,-0.02,0.37,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.02,0.37,-5.19,
13.53,0.01,-0.27,-2.56,-0.01,0.37,-5.19,8.00,9.00,0.01,-0.27,-2.56,-0.01,0.37,-5.19,
13.54,0.01,-0.27,-2.56,-0.01,0.37,-5.19,8.00,9.00,0.01,-0.27,-2.56,-0.01,0.37,-5.19,
13.55,0.00,-0.27,-2.56,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.27,-2.56,-0.01,0.37,-5.19,
13.56,0.00,-0.27,-2.56,-0.01,0.37,-5.19,8.00,9.00,0.00,-0.27,-2.56,-0.01,0.37,-5.19,
13.57,0.00,-0.27,-2.55,-0.01,0.37,-5.19,8.00,7.00,0.00,-0.27,-2.55,-0.01,0.37,-5.19,
13.58,0.00,-0.27,-2.55,-0.01,0.37,-5.19,8.00,8.00,0.00,-0.27,-2.55,-0.01,0.37,-5.19,
13.59,0.01,-0.27,-2.55,-0.01,0.37,-5.19,8.00,8.00,0.01,-0.27,-2.55,-0.01,0.37,-5.19,
13.60,0.01,-0.27,-2.55,-0.01,0.37,-5.19,8.00,9.00,0.01,-0.27,-2.55,-0.01,0.37,-5.19,
13.61,0.00,-0.27,-2.55,-0.01,0.37,-5.19,8.00,9.00,0.00,-0.27,-2.55,-0.01,0.37,-5.19,
13.62,0.00,-0.27,-2.55,-0.02,0.37,-5.19,8.00,9.00,0.00,-0.27,-2.55,-0.02,0.37,-5.19,
13.63,0.00,-0.27,-2.55,-0.02,0.37,-5.19,8.00,8.00,0.00,-0.27,-2.55,-0.02,0.37,-5.19,
13.64,0.00,-0.27,-2.55,-0.02,0.37,-5.19,8.00,9.00,0.00,-0.27,-2.55,-0.02,0.37,-5.19,
