Time,IMU_SHIN_L_YAW,IMU_SHIN_L_PITCH,IMU_SHIN_L_ROLL,IMU_SHIN_R_YAW,IMU_SHIN_R_PITCH,IMU_SHIN_R_ROLL,
5.75,0.00,0.29,-4.57,2.63,-0.22,10.70,
5.76,0.00,0.29,-4.57,2.64,-0.23,10.01,
5.77,0.00,0.29,-4.57,2.64,-0.23,9.31,
5.78,0.00,0.29,-4.57,2.65,-0.24,8.64,
5.79,0.00,0.29,-4.57,2.66,-0.24,7.94,
5.80,0.00,0.29,-4.57,2.67,-0.23,7.24,
5.81,0.00,0.29,-4.57,2.69,-0.22,6.54,
5.82,0.00,0.29,-4.57,2.72,-0.21,5.80,
5.83,0.00,0.29,-4.57,2.74,-0.19,5.06,
5.84,0.00,0.29,-4.57,2.77,-0.15,4.27,
5.85,0.00,0.29,-4.57,2.79,-0.11,3.49,
5.86,0.00,0.29,-4.57,2.81,-0.06,2.67,
5.87,0.00,0.29,-4.57,2.83,-0.01,1.86,
5.88,0.00,0.29,-4.57,2.85,0.06,1.05,
5.89,0.00,0.29,-4.57,2.87,0.14,0.29,
5.90,0.00,0.29,-4.57,2.90,0.24,-0.46,
5.91,0.00,0.29,-4.57,2.92,0.22,-1.21,
5.92,0.00,0.29,-4.57,2.93,0.05,-1.71,
5.93,0.00,0.29,-4.57,2.93,-0.04,-1.83,
5.94,0.00,0.29,-4.57,2.93,-0.03,-1.81,
5.95,0.00,0.29,-4.57,2.93,-0.03,-1.81,
5.96,0.00,0.29,-4.57,2.93,-0.03,-1.81,
5.97,0.00,0.29,-4.57,2.93,-0.04,-1.81,
5.98,0.00,0.29,-4.57,2.93,-0.03,-1.81,
5.99,0.00,0.29,-4.57,2.93,-0.03,-1.81,
6.00,0.00,0.29,-4.57,2.93,-0.03,-1.81,
6.01,0.00,0.29,-4.57,2.93,-0.03,-1.81,
6.02,0.00,0.29,-4.57,2.93,-0.03,-1.81,
6.03,0.00,0.29,-4.57,2.93,-0.03,-1.81,
6.04,0.00,0.29,-4.57,2.93,-0.04,-1.81,
6.05,0.00,0.29,-4.57,2.93,-0.06,-1.82,
6.06,0.00,0.29,-4.57,2.94,-0.07,-1.82,
6.07,0.00,0.29,-4.57,2.99,-0.08,-1.83,
6.08,0.00,0.29,-4.57,3.10,-0.09,-1.83,
6.09,0.00,0.29,-4.57,3.23,-0.12,-1.84,
6.10,0.00,0.29,-4.57,3.34,-0.15,-1.85,
6.11,0.00,0.29,-4.57,3.39,-0.18,-1.87,
6.12,0.00,0.29,-4.57,3.40,-0.19,-1.87,
6.13,0.00,0.29,-4.57,3.39,-0.20,-1.88,
6.14,0.00,0.29,-4.57,3.39,-0.20,-1.88,
6.15,0.00,0.30,-4.57,3.39,-0.21,-1.88,
6.16,0.00,0.30,-4.57,3.39,-0.21,-1.88,
6.17,0.00,0.30,-4.57,3.39,-0.22,-1.88,
6.18,0.00,0.30,-4.57,3.39,-0.23,-1.88,
6.19,0.00,0.30,-4.57,3.39,-0.24,-1.88,
6.20,0.00,0.30,-4.57,3.39,-0.24,-1.88,
6.21,0.00,0.30,-4.57,3.39,-0.25,-1.88,
6.22,0.00,0.29,-4.57,3.39,-0.25,-1.88,
6.23,0.00,0.29,-4.57,3.39,-0.25,-1.88,
6.24,0.00,0.29,-4.57,3.39,-0.25,-1.88,
6.25,0.00,0.29,-4.57,3.39,-0.25,-1.88,
6.26,0.00,0.29,-4.57,3.39,-0.25,-1.88,
6.27,0.00,0.29,-4.57,3.39,-0.25,-1.88,
6.28,0.00,0.29,-4.57,3.39,-0.25,-1.88,
6.29,0.00,0.29,-4.58,3.39,-0.25,-1.88,
6.30,0.00,0.29,-4.58,3.39,-0.25,-1.88,
6.31,0.00,0.29,-4.58,3.39,-0.25,-1.88,
6.32,0.00,0.29,-4.58,3.39,-0.25,-1.88,
6.33,0.00,0.29,-4.58,3.39,-0.25,-1.88,
6.34,0.00,0.29,-4.58,3.39,-0.26,-1.88,
6.35,0.00,0.29,-4.58,3.39,-0.26,-1.88,
6.36,0.00,0.29,-4.58,3.39,-0.26,-1.88,
6.37,0.00,0.29,-4.58,3.39,-0.27,-1.88,
6.38,0.00,0.29,-4.58,3.39,-0.27,-1.88,
6.39,0.00,0.29,-4.58,3.39,-0.27,-1.88,
6.40,0.00,0.29,-4.58,3.39,-0.27,-1.88,
6.41,0.00,0.29,-4.58,3.39,-0.27,-1.87,
6.42,0.00,0.29,-4.58,3.39,-0.27,-1.87,
6.43,0.00,0.29,-4.58,3.39,-0.27,-1.87,
6.44,0.00,0.30,-4.58,3.39,-0.27,-1.87,
6.45,0.00,0.30,-4.57,3.40,-0.28,-1.87,
6.46,0.00,0.30,-4.57,3.40,-0.28,-1.87,
6.47,0.00,0.30,-4.57,3.40,-0.28,-1.87,
6.48,0.00,0.30,-4.57,3.40,-0.28,-1.87,
6.49,0.00,0.30,-4.57,3.41,-0.28,-1.87,
6.50,0.00,0.30,-4.57,3.41,-0.28,-1.87,
6.51,0.00,0.30,-4.57,3.42,-0.28,-1.87,
6.52,0.00,0.30,-4.57,3.43,-0.28,-1.86,
6.53,-0.01,0.30,-4.57,3.46,-0.29,-1.86,
6.54,-0.01,0.30,-4.56,3.50,-0.29,-1.86,
6.55,-0.01,0.30,-4.56,3.54,-0.29,-1.86,
6.56,-0.01,0.31,-4.56,3.55,-0.30,-1.86,
6.57,-0.01,0.31,-4.56,3.56,-0.30,-1.86,
6.58,-0.02,0.31,-4.56,3.55,-0.30,-1.85,
6.59,-0.02,0.31,-4.56,3.56,-0.30,-1.85,
6.60,-0.02,0.31,-4.56,3.56,-0.31,-1.85,
6.61,-0.02,0.31,-4.55,3.56,-0.32,-1.85,
6.62,-0.01,0.30,-4.55,3.56,-0.32,-1.85,
6.63,-0.01,0.30,-4.55,3.56,-0.33,-1.85,
6.64,0.00,0.30,-4.55,3.56,-0.33,-1.85,
6.65,0.06,0.31,-4.56,3.56,-0.34,-1.84,
6.66,0.19,0.32,-4.56,3.56,-0.34,-1.84,
6.67,0.38,0.35,-4.56,3.56,-0.34,-1.84,
6.68,0.55,0.38,-4.56,3.56,-0.35,-1.84,
6.69,0.69,0.42,-4.57,3.56,-0.35,-1.84,
6.70,0.82,0.47,-4.57,3.56,-0.35,-1.84,
6.71,0.92,0.55,-4.57,3.56,-0.36,-1.83,
6.72,0.99,0.70,-4.59,3.56,-0.36,-1.83,
6.73,1.06,0.90,-4.61,3.56,-0.36,-1.83,
6.74,1.14,1.14,-4.64,3.56,-0.36,-1.83,
6.75,1.22,1.45,-4.71,3.56,-0.36,-1.83,
6.76,1.29,1.84,-4.81,3.56,-0.36,-1.83,
6.77,1.32,2.38,-4.93,3.56,-0.37,-1.83,
6.78,1.31,3.06,-5.08,3.56,-0.37,-1.82,
6.79,1.28,3.64,-5.27,3.56,-0.36,-1.82,
6.80,1.21,3.87,-5.52,3.56,-0.36,-1.82,
6.81,1.05,3.83,-5.84,3.56,-0.37,-1.82,
6.82,0.85,3.67,-6.21,3.56,-0.37,-1.82,
6.83,0.65,3.46,-6.59,3.56,-0.37,-1.82,
6.84,0.48,3.20,-7.00,3.56,-0.37,-1.81,
6.85,0.35,2.90,-7.47,3.56,-0.38,-1.81,
6.86,0.20,2.59,-8.01,3.56,-0.38,-1.81,
6.87,0.00,2.32,-8.63,3.56,-0.38,-1.81,
6.88,-0.30,2.10,-9.37,3.56,-0.38,-1.81,
6.89,-0.69,1.97,-10.21,3.56,-0.38,-1.81,
6.90,-1.10,1.91,-11.10,3.56,-0.39,-1.81,
6.91,-1.56,1.82,-12.08,3.56,-0.38,-1.81,
6.92,-2.09,1.70,-13.20,3.56,-0.38,-1.80,
6.93,-2.64,1.63,-14.43,3.56,-0.38,-1.80,
6.94,-3.15,1.60,-15.71,3.56,-0.38,-1.80,
6.95,-3.62,1.61,-17.09,3.57,-0.38,-1.80,
6.96,-4.09,1.60,-18.56,3.57,-0.38,-1.80,
6.97,-4.55,1.55,-20.15,3.56,-0.38,-1.79,
6.98,-4.99,1.45,-21.80,3.56,-0.38,-1.79,
6.99,-5.40,1.33,-23.54,3.57,-0.38,-1.79,
7.00,-5.76,1.20,-25.33,3.57,-0.38,-1.79,
7.01,-6.10,1.07,-27.16,3.57,-0.38,-1.79,
7.02,-6.42,0.95,-29.00,3.57,-0.38,-1.79,
7.03,-6.69,0.83,-30.91,3.57,-0.38,-1.78,
7.04,-6.88,0.75,-32.83,3.57,-0.38,-1.78,
7.05,-7.01,0.67,-34.77,3.57,-0.38,-1.78,
7.06,-7.13,0.60,-36.66,3.57,-0.38,-1.78,
7.07,-7.27,0.52,-38.57,3.57,-0.38,-1.78,
7.08,-7.42,0.43,-40.47,3.57,-0.39,-1.77,
7.09,-7.58,0.29,-42.35,3.56,-0.39,-1.77,
7.10,-7.76,0.12,-44.24,3.56,-0.39,-1.77,
7.11,-7.98,-0.04,-46.09,3.57,-0.38,-1.77,
7.12,-8.24,-0.15,-47.86,3.57,-0.38,-1.77,
7.13,-8.54,-0.26,-49.55,3.56,-0.38,-1.76,
7.14,-8.88,-0.39,-51.23,3.56,-0.38,-1.76,
7.15,-9.22,-0.53,-52.84,3.56,-0.38,-1.76,
7.16,-9.50,-0.68,-54.35,3.56,-0.39,-1.76,
7.17,-9.70,-0.83,-55.72,3.56,-0.39,-1.76,
7.18,-9.87,-0.99,-57.03,3.56,-0.39,-1.76,
7.19,-10.00,-1.15,-58.29,3.57,-0.39,-1.76,
7.20,-10.13,-1.33,-59.52,3.57,-0.39,-1.76,
7.21,-10.24,-1.51,-60.68,3.57,-0.39,-1.76,
7.22,-10.28,-1.63,-61.83,3.57,-0.39,-1.76,
7.23,-10.28,-1.57,-63.03,3.57,-0.39,-1.76,
7.24,-10.14,-1.48,-64.19,3.57,-0.39,-1.76,
7.25,-9.83,-1.51,-65.25,3.57,-0.39,-1.75,
7.26,-9.52,-1.52,-66.36,3.57,-0.39,-1.75,
7.27,-9.31,-1.46,-67.54,3.57,-0.39,-1.75,
7.28,-9.21,-1.37,-68.79,3.56,-0.40,-1.75,
7.29,-9.19,-1.24,-70.13,3.57,-0.40,-1.75,
7.30,-9.19,-1.09,-71.52,3.57,-0.40,-1.75,
7.31,-9.14,-1.02,-72.91,3.57,-0.40,-1.75,
7.32,-9.12,-1.03,-74.24,3.57,-0.40,-1.75,
7.33,-9.16,-1.04,-75.57,3.57,-0.40,-1.75,
7.34,-9.24,-1.04,-76.84,3.57,-0.40,-1.75,
7.35,-9.36,-1.05,-78.08,3.57,-0.41,-1.75,
7.36,-9.53,-1.07,-79.25,3.57,-0.41,-1.75,
7.37,-9.72,-1.08,-80.38,3.57,-0.41,-1.74,
7.38,-9.88,-1.09,-81.43,3.57,-0.41,-1.74,
7.39,-10.01,-1.08,-82.41,3.57,-0.41,-1.74,
7.40,-10.09,-1.04,-83.31,3.57,-0.41,-1.74,
7.41,-10.11,-0.95,-84.18,3.57,-0.41,-1.74,
7.42,-10.06,-0.84,-84.95,3.57,-0.42,-1.74,
7.43,-9.99,-0.77,-85.55,3.57,-0.42,-1.74,
7.44,-9.96,-0.72,-86.04,3.57,-0.41,-1.74,
7.45,-9.99,-0.66,-86.52,3.57,-0.41,-1.74,
7.46,-10.01,-0.57,-87.00,3.57,-0.42,-1.74,
7.47,-9.92,-0.48,-87.48,3.57,-0.42,-1.74,
7.48,-9.80,-0.40,-87.99,3.57,-0.42,-1.74,
7.49,-9.68,-0.31,-88.54,3.57,-0.42,-1.74,
7.50,-9.56,-0.22,-89.11,3.57,-0.42,-1.74,
7.51,-9.48,-0.16,-89.69,3.57,-0.42,-1.74,
7.52,-9.46,-0.12,-90.31,3.57,-0.42,-1.74,
7.53,-9.45,-0.09,-90.93,3.57,-0.42,-1.74,
7.54,-9.45,-0.06,-91.55,3.57,-0.42,-1.74,
7.55,-9.47,-0.04,-92.13,3.57,-0.42,-1.74,
7.56,-9.49,-0.03,-92.68,3.57,-0.42,-1.74,
7.57,-9.51,-0.03,-93.17,3.57,-0.42,-1.74,
7.58,-9.53,-0.03,-93.60,3.57,-0.42,-1.74,
7.59,-9.54,-0.04,-93.94,3.57,-0.42,-1.74,
7.60,-9.56,-0.05,-94.19,3.57,-0.42,-1.74,
7.61,-9.57,-0.06,-94.35,3.57,-0.42,-1.74,
7.62,-9.58,-0.07,-94.41,3.57,-0.42,-1.74,
7.63,-9.59,-0.09,-94.39,3.57,-0.42,-1.73,
7.64,-9.60,-0.11,-94.30,3.57,-0.42,-1.73,
7.65,-9.61,-0.12,-94.16,3.57,-0.42,-1.73,
7.66,-9.63,-0.14,-93.97,3.57,-0.42,-1.73,
7.67,-9.66,-0.16,-93.72,3.57,-0.41,-1.73,
7.68,-9.71,-0.19,-93.38,3.57,-0.41,-1.73,
7.69,-9.78,-0.22,-92.95,3.57,-0.41,-1.73,
7.70,-9.82,-0.23,-92.43,3.57,-0.41,-1.73,
7.71,-9.81,-0.22,-91.81,3.57,-0.41,-1.73,
7.72,-9.79,-0.22,-91.10,3.57,-0.41,-1.73,
7.73,-9.77,-0.21,-90.31,3.57,-0.41,-1.72,
7.74,-9.73,-0.19,-89.47,3.57,-0.41,-1.72,
7.75,-9.67,-0.17,-88.56,3.57,-0.41,-1.72,
7.76,-9.60,-0.14,-87.58,3.57,-0.42,-1.72,
7.77,-9.54,-0.11,-86.54,3.57,-0.42,-1.72,
7.78,-9.49,-0.10,-85.46,3.57,-0.42,-1.72,
7.79,-9.42,-0.18,-84.38,3.57,-0.42,-1.72,
7.80,-9.33,-0.27,-83.33,3.56,-0.42,-1.72,
7.81,-9.23,-0.26,-82.24,3.56,-0.42,-1.72,
7.82,-9.13,-0.19,-81.08,3.56,-0.42,-1.72,
7.83,-9.03,-0.15,-79.85,3.57,-0.42,-1.72,
7.84,-8.86,-0.11,-78.58,3.57,-0.41,-1.72,
7.85,-8.56,-0.04,-77.34,3.57,-0.41,-1.72,
7.86,-8.18,0.03,-76.05,3.57,-0.41,-1.72,
7.87,-7.83,0.09,-74.69,3.57,-0.41,-1.72,
7.88,-7.54,0.14,-73.25,3.57,-0.41,-1.71,
7.89,-7.28,0.17,-71.75,3.57,-0.41,-1.71,
7.90,-7.05,0.18,-70.17,3.57,-0.41,-1.71,
7.91,-6.85,0.21,-68.53,3.57,-0.41,-1.71,
7.92,-6.64,0.23,-66.83,3.57,-0.42,-1.72,
7.93,-6.41,0.24,-65.12,3.57,-0.42,-1.72,
7.94,-6.13,0.28,-63.34,3.57,-0.42,-1.72,
7.95,-5.79,0.35,-61.50,3.57,-0.42,-1.71,
7.96,-5.34,0.42,-59.61,3.57,-0.42,-1.71,
7.97,-4.83,0.47,-57.72,3.57,-0.42,-1.71,
7.98,-4.31,0.48,-55.78,3.57,-0.42,-1.71,
7.99,-3.85,0.46,-53.84,3.57,-0.42,-1.71,
8.00,-3.47,0.44,-51.95,3.57,-0.42,-1.71,
8.01,-3.15,0.40,-50.05,3.57,-0.42,-1.71,
8.02,-2.86,0.37,-48.18,3.57,-0.42,-1.71,
8.03,-2.59,0.36,-46.33,3.57,-0.42,-1.71,
8.04,-2.33,0.35,-44.57,3.57,-0.42,-1.71,
8.05,-2.06,0.37,-42.82,3.57,-0.42,-1.71,
8.06,-1.83,0.39,-41.12,3.57,-0.43,-1.71,
8.07,-1.61,0.41,-39.49,3.57,-0.43,-1.71,
8.08,-1.39,0.41,-37.94,3.57,-0.43,-1.71,
8.09,-1.14,0.42,-36.42,3.57,-0.43,-1.71,
8.10,-0.89,0.42,-34.93,3.57,-0.43,-1.72,
8.11,-0.64,0.41,-33.47,3.57,-0.43,-1.72,
8.12,-0.41,0.39,-32.06,3.57,-0.43,-1.71,
8.13,-0.19,0.36,-30.64,3.57,-0.43,-1.71,
8.14,0.03,0.33,-29.26,3.57,-0.43,-1.72,
8.15,0.26,0.30,-27.90,3.57,-0.43,-1.71,
8.16,0.49,0.27,-26.60,3.57,-0.43,-1.71,
8.17,0.74,0.25,-25.31,3.57,-0.43,-1.71,
8.18,0.99,0.23,-24.05,3.57,-0.44,-1.71,
8.19,1.22,0.20,-22.85,3.57,-0.44,-1.71,
8.20,1.44,0.18,-21.65,3.57,-0.44,-1.71,
8.21,1.62,0.17,-20.48,3.57,-0.44,-1.71,
8.22,1.77,0.14,-19.30,3.57,-0.44,-1.71,
8.23,1.90,0.08,-18.10,3.57,-0.44,-1.71,
8.24,2.04,0.00,-16.82,3.57,-0.44,-1.71,
8.25,2.20,-0.11,-15.50,3.57,-0.44,-1.71,
8.26,2.38,-0.20,-14.17,3.57,-0.44,-1.71,
8.27,2.54,-0.26,-12.89,3.57,-0.44,-1.71,
8.28,2.69,-0.29,-11.60,3.57,-0.44,-1.71,
8.29,2.86,-0.37,-10.29,3.57,-0.43,-1.71,
8.30,3.06,-0.48,-8.96,3.57,-0.43,-1.71,
8.31,3.28,-0.55,-7.67,3.57,-0.43,-1.71,
8.32,3.39,-0.18,-6.84,3.57,-0.43,-1.71,
8.33,3.35,0.42,-6.55,3.57,-0.43,-1.71,
8.34,3.26,0.87,-6.34,3.57,-0.43,-1.71,
8.35,3.14,1.31,-6.09,3.57,-0.43,-1.71,
8.36,2.90,1.66,-5.89,3.57,-0.43,-1.71,
8.37,2.56,1.94,-5.74,3.57,-0.43,-1.71,
8.38,2.27,2.24,-5.57,3.57,-0.43,-1.71,
8.39,2.13,2.46,-5.44,3.57,-0.43,-1.70,
8.40,2.03,2.54,-5.38,3.57,-0.43,-1.70,
8.41,1.85,2.56,-5.34,3.57,-0.43,-1.70,
8.42,1.64,2.56,-5.33,3.57,-0.43,-1.70,
8.43,1.50,2.53,-5.34,3.57,-0.43,-1.70,
8.44,1.39,2.46,-5.38,3.57,-0.43,-1.70,
8.45,1.22,2.40,-5.43,3.57,-0.43,-1.70,
8.46,0.98,2.35,-5.47,3.57,-0.43,-1.70,
8.47,0.71,2.32,-5.50,3.57,-0.43,-1.70,
8.48,0.48,2.32,-5.55,3.57,-0.43,-1.70,
8.49,0.28,2.33,-5.60,3.57,-0.43,-1.70,
8.50,0.15,2.30,-5.65,3.57,-0.43,-1.70,
8.51,0.16,2.27,-5.67,3.57,-0.43,-1.70,
8.52,0.25,2.33,-5.63,3.57,-0.43,-1.70,
8.53,0.33,2.49,-5.59,3.57,-0.43,-1.70,
8.54,0.42,2.75,-5.52,3.57,-0.43,-1.70,
8.55,0.56,3.11,-5.29,3.57,-0.43,-1.70,
8.56,0.72,3.55,-4.80,3.57,-0.43,-1.70,
8.57,0.91,4.03,-4.00,3.57,-0.43,-1.70,
8.58,1.14,4.52,-2.90,3.57,-0.43,-1.70,
8.59,1.40,4.95,-1.63,3.57,-0.43,-1.70,
8.60,1.69,5.28,-0.22,3.57,-0.43,-1.70,
8.61,2.00,5.52,1.36,3.57,-0.43,-1.70,
8.62,2.34,5.63,2.99,3.57,-0.43,-1.70,
8.63,2.75,5.65,4.32,3.57,-0.43,-1.70,
8.64,3.23,5.65,5.39,3.57,-0.43,-1.70,
8.65,3.71,5.62,6.47,3.57,-0.43,-1.70,
8.66,4.19,5.53,7.63,3.57,-0.43,-1.70,
8.67,4.68,5.45,8.76,3.57,-0.43,-1.70,
8.69,5.18,5.40,9.84,3.57,-0.43,-1.70,
8.69,5.66,5.36,10.91,3.57,-0.43,-1.70,
8.70,6.12,5.32,12.06,3.57,-0.43,-1.70,
8.72,6.59,5.27,13.29,3.57,-0.43,-1.70,
8.73,7.04,5.22,14.59,3.57,-0.43,-1.70,
8.73,7.48,5.18,15.94,3.57,-0.43,-1.70,
8.74,7.86,5.16,17.28,3.57,-0.43,-1.70,
8.76,8.19,5.13,18.55,3.57,-0.43,-1.70,
8.77,8.45,5.10,19.73,3.57,-0.43,-1.70,
8.77,8.68,5.07,20.88,3.57,-0.43,-1.70,
8.78,8.90,5.02,21.99,3.57,-0.43,-1.70,
8.80,9.14,4.96,23.10,3.57,-0.43,-1.70,
8.81,9.41,4.88,24.20,3.57,-0.43,-1.70,
8.81,9.72,4.75,25.31,3.57,-0.43,-1.70,
8.82,10.01,4.61,26.42,3.57,-0.43,-1.70,
8.84,10.27,4.48,27.50,3.57,-0.43,-1.70,
8.85,10.48,4.38,28.52,3.57,-0.43,-1.70,
8.85,10.64,4.29,29.47,3.57,-0.43,-1.69,
8.86,10.73,4.20,30.35,3.57,-0.43,-1.69,
8.88,10.77,4.11,31.20,3.57,-0.43,-1.69,
8.89,10.80,4.03,32.03,3.57,-0.43,-1.69,
8.90,10.85,3.94,32.89,3.57,-0.43,-1.69,
8.90,10.90,3.84,33.77,3.57,-0.43,-1.69,
8.91,10.95,3.74,34.66,3.57,-0.43,-1.69,
8.93,10.98,3.63,35.58,3.57,-0.43,-1.69,
8.94,10.94,3.54,36.48,3.57,-0.43,-1.69,
8.94,10.87,3.48,37.34,3.57,-0.43,-1.69,
8.95,10.75,3.47,38.14,3.57,-0.43,-1.69,
8.97,10.59,3.50,38.92,3.57,-0.43,-1.69,
8.98,10.38,3.59,39.68,3.57,-0.43,-1.69,
8.98,10.13,3.70,40.42,3.57,-0.43,-1.69,
8.99,9.88,3.77,41.12,3.57,-0.43,-1.69,
9.01,9.64,3.77,41.84,3.57,-0.43,-1.69,
9.02,9.43,3.73,42.62,3.57,-0.43,-1.69,
9.02,9.20,3.68,43.45,3.57,-0.43,-1.69,
9.03,8.97,3.63,44.26,3.57,-0.43,-1.69,
9.05,8.77,3.60,45.04,3.57,-0.43,-1.69,
9.06,8.58,3.56,45.80,3.57,-0.43,-1.69,
9.06,8.39,3.52,46.52,3.57,-0.43,-1.69,
9.07,8.26,3.48,47.13,3.57,-0.43,-1.69,
9.09,8.20,3.46,47.63,3.57,-0.43,-1.69,
9.10,8.17,3.44,48.08,3.57,-0.43,-1.69,
9.10,8.13,3.42,48.51,3.57,-0.43,-1.69,
9.11,8.05,3.41,48.97,3.57,-0.43,-1.69,
9.12,7.90,3.42,49.48,3.57,-0.43,-1.69,
9.14,7.70,3.45,50.03,3.57,-0.43,-1.69,
9.15,7.49,3.49,50.58,3.57,-0.43,-1.69,
9.16,7.26,3.52,51.08,3.57,-0.43,-1.69,
9.17,7.04,3.55,51.56,3.57,-0.43,-1.69,
9.18,6.82,3.57,52.05,3.57,-0.43,-1.69,
9.19,6.58,3.59,52.54,3.57,-0.43,-1.69,
9.20,6.33,3.60,52.96,3.58,-0.43,-1.69,
9.21,6.10,3.61,53.30,3.61,-0.43,-1.69,
9.22,5.88,3.65,53.66,3.65,-0.43,-1.69,
9.23,5.65,3.70,54.11,3.66,-0.44,-1.69,
9.24,5.46,3.75,54.69,3.67,-0.44,-1.69,
9.25,5.35,3.81,55.31,3.68,-0.44,-1.69,
9.26,5.29,3.85,55.92,3.68,-0.44,-1.69,
9.27,5.28,3.84,56.49,3.69,-0.44,-1.69,
9.28,5.29,3.76,57.00,3.69,-0.44,-1.69,
9.29,5.34,3.64,57.37,3.69,-0.44,-1.69,
9.30,5.41,3.49,57.59,3.69,-0.44,-1.69,
9.31,5.47,3.35,57.71,3.69,-0.44,-1.69,
9.32,5.47,3.23,57.77,3.69,-0.45,-1.69,
9.33,5.43,3.17,57.83,3.69,-0.45,-1.69,
9.34,5.41,3.15,57.94,3.69,-0.45,-1.69,
9.35,5.41,3.16,58.11,3.69,-0.45,-1.69,
9.36,5.40,3.16,58.27,3.69,-0.45,-1.69,
9.37,5.38,3.18,58.42,3.68,-0.45,-1.69,
9.38,5.34,3.18,58.52,3.68,-0.45,-1.69,
9.39,5.29,3.15,58.53,3.68,-0.46,-1.69,
9.40,5.26,3.10,58.46,3.68,-0.46,-1.69,
9.41,5.25,3.05,58.35,3.68,-0.46,-1.69,
9.42,5.23,3.04,58.29,3.68,-0.46,-1.69,
9.43,5.17,3.06,58.36,3.68,-0.46,-1.69,
9.44,5.13,3.06,58.46,3.69,-0.46,-1.69,
9.45,5.12,3.05,58.49,3.69,-0.46,-1.70,
9.46,5.13,3.04,58.41,3.68,-0.47,-1.69,
9.47,5.13,3.03,58.32,3.68,-0.47,-1.69,
9.48,5.13,3.03,58.29,3.68,-0.47,-1.69,
9.49,5.12,3.02,58.30,3.68,-0.47,-1.69,
9.50,5.12,3.00,58.32,3.68,-0.47,-1.69,
9.51,5.12,3.00,58.33,3.68,-0.48,-1.69,
9.52,5.13,3.01,58.31,3.68,-0.48,-1.69,
9.53,5.15,3.02,58.25,3.68,-0.48,-1.69,
9.54,5.19,3.02,58.10,3.68,-0.48,-1.69,
9.55,5.20,3.01,57.84,3.68,-0.49,-1.69,
9.56,5.15,3.01,57.46,3.68,-0.49,-1.69,
9.57,4.99,3.01,56.94,3.68,-0.49,-1.69,
9.58,4.74,3.01,56.24,3.68,-0.49,-1.69,
9.59,4.43,3.02,55.35,3.68,-0.49,-1.69,
9.60,4.11,3.04,54.27,3.68,-0.49,-1.69,
9.61,3.82,3.07,53.07,3.68,-0.48,-1.69,
9.62,3.54,3.10,51.72,3.68,-0.48,-1.69,
9.63,3.26,3.14,50.30,3.68,-0.48,-1.69,
9.64,2.96,3.19,48.89,3.68,-0.48,-1.69,
9.65,2.63,3.23,47.42,3.68,-0.48,-1.69,
9.66,2.25,3.28,45.92,3.68,-0.48,-1.69,
9.67,1.85,3.34,44.37,3.68,-0.48,-1.69,
9.68,1.47,3.40,42.83,3.68,-0.48,-1.69,
9.69,1.12,3.46,41.27,3.68,-0.48,-1.69,
9.70,0.81,3.52,39.72,3.68,-0.48,-1.68,
9.71,0.53,3.57,38.21,3.68,-0.48,-1.68,
9.72,0.29,3.62,36.78,3.68,-0.48,-1.68,
9.73,0.08,3.66,35.39,3.68,-0.47,-1.68,
9.74,-0.12,3.71,34.09,3.68,-0.47,-1.68,
9.75,-0.32,3.75,32.84,3.69,-0.47,-1.68,
9.76,-0.51,3.80,31.60,3.69,-0.47,-1.68,
9.77,-0.71,3.82,30.33,3.69,-0.47,-1.68,
9.78,-0.89,3.82,29.03,3.68,-0.47,-1.68,
9.79,-1.05,3.80,27.69,3.68,-0.47,-1.68,
9.80,-1.23,3.79,26.34,3.68,-0.46,-1.68,
9.81,-1.45,3.79,24.89,3.69,-0.46,-1.68,
9.82,-1.70,3.83,23.39,3.69,-0.46,-1.68,
9.83,-1.95,3.88,21.84,3.69,-0.47,-1.68,
9.84,-2.17,3.91,20.19,3.69,-0.47,-1.68,
9.85,-2.37,3.90,18.51,3.69,-0.47,-1.68,
9.86,-2.58,3.86,16.87,3.69,-0.47,-1.68,
9.87,-2.83,3.80,15.36,3.69,-0.47,-1.68,
9.88,-3.11,3.76,14.01,3.69,-0.47,-1.68,
9.89,-3.35,3.74,12.84,3.69,-0.47,-1.68,
9.90,-3.55,3.70,11.74,3.69,-0.47,-1.68,
9.91,-3.70,3.69,10.74,3.69,-0.47,-1.68,
9.92,-3.80,3.75,9.72,3.69,-0.47,-1.68,
9.93,-3.91,3.79,8.65,3.69,-0.47,-1.68,
9.94,-4.09,3.85,7.54,3.69,-0.47,-1.68,
9.95,-4.31,3.94,6.40,3.69,-0.46,-1.68,
9.96,-4.55,4.01,5.18,3.69,-0.46,-1.68,
9.97,-4.73,4.06,3.94,3.69,-0.46,-1.68,
9.98,-4.87,4.08,2.71,3.69,-0.46,-1.68,
9.99,-4.98,4.07,1.58,3.69,-0.46,-1.68,
10.00,-5.03,4.01,0.57,3.69,-0.46,-1.68,
10.01,-5.08,3.95,-0.26,3.69,-0.46,-1.68,
10.02,-5.14,3.88,-0.91,3.69,-0.45,-1.68,
10.03,-5.20,3.82,-1.43,3.69,-0.45,-1.68,
10.04,-5.24,3.77,-1.82,3.69,-0.45,-1.68,
10.05,-5.28,3.71,-2.13,3.69,-0.45,-1.68,
10.06,-5.31,3.62,-2.38,3.69,-0.45,-1.68,
