Time,IMU_SHIN_L_YAW,IMU_SHIN_L_PITCH,IMU_SHIN_L_ROLL,IMU_SHIN_R_YAW,IMU_SHIN_R_PITCH,IMU_SHIN_R_ROLL,FSR_HEEL_L_RAW,FSR_HEEL_R_RAW,
24.25,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.26,0.00,0.06,-4.80,0.00,-0.07,-1.18,1013.00,1012.00,
24.27,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.28,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.29,0.00,0.06,-4.80,0.00,-0.07,-1.18,1012.00,1011.00,
24.30,0.00,0.06,-4.80,0.00,-0.07,-1.18,1013.00,1012.00,
24.31,0.00,0.06,-4.80,0.00,-0.07,-1.17,1012.00,1011.00,
24.32,0.00,0.06,-4.80,0.00,-0.07,-1.17,1013.00,1012.00,
24.33,0.00,0.06,-4.80,0.00,-0.07,-1.17,1013.00,1011.00,
24.34,0.00,0.06,-4.80,0.00,-0.07,-1.18,1013.00,1012.00,
24.35,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1011.00,
24.36,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.37,0.00,0.06,-4.80,0.00,-0.07,-1.18,1013.00,1012.00,
24.38,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.39,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.40,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1011.00,
24.41,0.00,0.06,-4.80,0.00,-0.07,-1.18,1015.00,1011.00,
24.42,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1011.00,
24.43,0.00,0.06,-4.80,0.00,-0.07,-1.18,1012.00,1011.00,
24.44,0.00,0.06,-4.80,0.00,-0.07,-1.18,1013.00,1012.00,
24.45,0.00,0.06,-4.80,0.00,-0.06,-1.18,1013.00,1012.00,
24.46,0.00,0.06,-4.80,0.00,-0.06,-1.18,1013.00,1012.00,
24.47,0.00,0.06,-4.80,0.00,-0.06,-1.18,1013.00,1012.00,
24.48,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1011.00,
24.49,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.50,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.51,0.00,0.06,-4.80,0.00,-0.07,-1.18,1013.00,1012.00,
24.52,0.00,0.06,-4.80,0.00,-0.07,-1.18,1015.00,1011.00,
24.53,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1013.00,
24.54,0.00,0.06,-4.80,0.00,-0.07,-1.18,1013.00,1012.00,
24.55,0.00,0.06,-4.80,0.00,-0.07,-1.18,1011.00,1012.00,
24.56,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1011.00,
24.57,0.00,0.06,-4.80,0.00,-0.07,-1.18,1015.00,1012.00,
24.58,0.00,0.06,-4.80,0.00,-0.07,-1.18,1013.00,1012.00,
24.59,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1011.00,
24.60,0.00,0.06,-4.80,0.00,-0.07,-1.18,1013.00,1011.00,
24.61,0.00,0.06,-4.80,0.00,-0.07,-1.18,1013.00,1011.00,
24.62,0.00,0.06,-4.80,0.00,-0.07,-1.18,1013.00,1012.00,
24.63,0.00,0.06,-4.80,0.00,-0.07,-1.18,1013.00,1011.00,
24.64,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1011.00,
24.65,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.66,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.67,0.00,0.06,-4.80,0.00,-0.07,-1.18,1013.00,1012.00,
24.68,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.69,0.00,0.06,-4.80,0.00,-0.07,-1.18,1013.00,1012.00,
24.70,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.72,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1011.00,
24.73,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1011.00,
24.74,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.74,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.75,0.00,0.06,-4.80,0.00,-0.07,-1.19,1014.00,1012.00,
24.76,0.00,0.06,-4.80,0.00,-0.07,-1.19,1014.00,1011.00,
24.77,0.00,0.06,-4.80,0.00,-0.07,-1.19,1013.00,1012.00,
24.78,0.00,0.06,-4.80,0.00,-0.07,-1.19,1015.00,1012.00,
24.80,0.00,0.06,-4.80,0.00,-0.07,-1.19,1014.00,1011.00,
24.81,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.82,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1011.00,
24.83,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.83,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.84,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1011.00,
24.85,0.00,0.06,-4.80,0.00,-0.07,-1.18,1014.00,1011.00,
24.86,0.00,0.06,-4.80,0.00,-0.07,-1.18,1015.00,1012.00,
24.88,0.00,0.06,-4.80,0.00,-0.07,-1.18,1013.00,1011.00,
24.89,0.00,0.07,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.90,0.00,0.07,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.91,0.00,0.07,-4.80,0.00,-0.07,-1.18,1014.00,1012.00,
24.92,0.00,0.07,-4.80,0.00,-0.07,-1.18,1014.00,1011.00,
24.92,0.00,0.07,-4.80,0.00,-0.07,-1.19,1014.00,1011.00,
24.93,0.00,0.07,-4.80,0.00,-0.07,-1.19,1014.00,1012.00,
24.94,0.00,0.07,-4.80,0.00,-0.07,-1.19,1014.00,1012.00,
24.95,0.00,0.07,-4.80,0.00,-0.07,-1.19,1013.00,1011.00,
24.97,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1011.00,
24.98,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1011.00,
24.99,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1011.00,
25.00,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1011.00,
25.00,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
25.01,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1012.00,
25.02,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
25.03,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
25.05,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1011.00,
25.06,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1012.00,
25.07,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1012.00,
25.08,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1011.00,
25.08,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
25.09,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1012.00,
25.10,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
25.11,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1011.00,
25.12,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.14,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.15,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.16,0.00,0.07,-4.79,0.00,-0.07,-1.18,1013.00,1011.00,
25.17,0.00,0.07,-4.79,0.00,-0.07,-1.18,1017.00,1011.00,
25.17,0.00,0.07,-4.79,0.00,-0.07,-1.18,1013.00,1012.00,
25.18,0.00,0.07,-4.79,0.00,-0.07,-1.18,1013.00,1011.00,
25.19,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1011.00,
25.21,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.22,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.23,0.00,0.07,-4.79,0.00,-0.07,-1.18,1013.00,1012.00,
25.24,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1011.00,
25.25,0.00,0.07,-4.79,0.00,-0.06,-1.18,1014.00,1012.00,
25.26,0.00,0.07,-4.79,0.00,-0.06,-1.18,1014.00,1012.00,
25.27,0.00,0.07,-4.79,0.00,-0.06,-1.18,1013.00,1012.00,
25.28,0.00,0.08,-4.79,0.00,-0.06,-1.18,1014.00,1011.00,
25.29,0.00,0.08,-4.79,0.00,-0.06,-1.18,1014.00,1011.00,
25.30,0.00,0.08,-4.79,0.00,-0.06,-1.18,1014.00,1012.00,
25.31,0.00,0.08,-4.79,0.00,-0.06,-1.18,1014.00,1012.00,
25.32,0.00,0.08,-4.79,0.00,-0.06,-1.18,1013.00,1011.00,
25.33,0.00,0.08,-4.79,0.00,-0.06,-1.18,1014.00,1011.00,
25.34,0.00,0.08,-4.79,0.00,-0.06,-1.18,1013.00,1012.00,
25.35,0.00,0.08,-4.79,0.00,-0.06,-1.18,1014.00,1013.00,
25.36,0.00,0.08,-4.79,0.00,-0.06,-1.18,1013.00,1012.00,
25.37,0.00,0.08,-4.79,0.00,-0.06,-1.18,1014.00,1012.00,
25.38,0.00,0.07,-4.79,0.00,-0.06,-1.18,1014.00,1012.00,
25.39,0.00,0.07,-4.79,0.00,-0.06,-1.18,1013.00,1012.00,
25.40,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.41,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.42,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1013.00,
25.43,0.00,0.07,-4.79,0.00,-0.07,-1.18,1013.00,1012.00,
25.44,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1011.00,
25.45,0.00,0.07,-4.79,0.00,-0.07,-1.18,1013.00,1012.00,
25.46,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1011.00,
25.47,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.48,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.49,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1011.00,
25.50,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1013.00,
25.51,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1011.00,
25.52,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.53,0.00,0.07,-4.79,0.00,-0.07,-1.18,1013.00,1012.00,
25.54,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.55,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1011.00,
25.56,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1011.00,
25.57,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.58,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1011.00,
25.59,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.60,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.61,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1011.00,
25.62,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.63,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1011.00,
25.64,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.65,0.00,0.07,-4.79,0.00,-0.07,-1.18,1013.00,1012.00,
25.66,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.67,0.00,0.07,-4.79,0.00,-0.07,-1.18,1013.00,1012.00,
25.68,0.00,0.07,-4.79,0.00,-0.07,-1.18,1013.00,1011.00,
25.69,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.70,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1011.00,
25.71,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1011.00,
25.72,0.00,0.07,-4.79,0.00,-0.07,-1.18,1014.00,1012.00,
25.73,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
25.74,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1011.00,
25.75,0.00,0.07,-4.79,0.00,-0.07,-1.19,1012.00,1011.00,
25.76,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1011.00,
25.77,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
25.78,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1012.00,
25.79,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1012.00,
25.80,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
25.81,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1012.00,
25.82,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
25.83,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1012.00,
25.84,0.00,0.07,-4.79,0.00,-0.07,-1.19,1015.00,1012.00,
25.85,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1012.00,
25.86,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1011.00,
25.87,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
25.88,0.00,0.07,-4.79,0.00,-0.06,-1.19,1014.00,1011.00,
25.89,0.00,0.07,-4.79,0.00,-0.06,-1.19,1014.00,1012.00,
25.90,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
25.91,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1011.00,
25.92,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1012.00,
25.93,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
25.94,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1011.00,
25.95,0.00,0.07,-4.79,0.00,-0.07,-1.19,1015.00,1012.00,
25.96,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1012.00,
25.97,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
25.98,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
25.99,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1011.00,
26.00,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1012.00,
26.01,0.00,0.07,-4.79,0.00,-0.07,-1.19,1013.00,1011.00,
26.02,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
26.03,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
26.04,0.00,0.07,-4.79,0.00,-0.07,-1.19,1014.00,1011.00,
26.05,0.00,0.07,-4.79,0.00,-0.07,-1.20,1013.00,1012.00,
26.06,0.00,0.07,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.07,0.00,0.07,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.08,0.00,0.07,-4.79,0.00,-0.07,-1.20,1013.00,1011.00,
26.09,0.00,0.07,-4.79,0.00,-0.07,-1.20,1013.00,1011.00,
26.10,0.00,0.07,-4.79,0.00,-0.07,-1.20,1013.00,1012.00,
26.11,0.00,0.07,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.12,0.00,0.07,-4.79,0.00,-0.07,-1.20,1013.00,1011.00,
26.13,0.00,0.07,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.14,0.00,0.07,-4.79,0.00,-0.07,-1.20,1013.00,1011.00,
26.15,0.00,0.07,-4.79,0.00,-0.07,-1.20,1013.00,1012.00,
26.16,0.00,0.07,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.17,0.00,0.07,-4.79,0.00,-0.07,-1.20,1012.00,1012.00,
26.18,0.00,0.07,-4.79,0.00,-0.07,-1.20,1013.00,1012.00,
26.19,0.00,0.07,-4.79,0.00,-0.07,-1.20,1014.00,1011.00,
26.20,0.00,0.07,-4.79,0.00,-0.07,-1.20,1013.00,1012.00,
26.21,0.00,0.07,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.22,0.00,0.07,-4.79,0.00,-0.07,-1.20,1013.00,1012.00,
26.23,0.00,0.07,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.24,0.00,0.07,-4.79,0.00,-0.07,-1.20,1013.00,1012.00,
26.25,0.00,0.07,-4.79,-0.01,-0.07,-1.20,1013.00,1011.00,
26.26,0.00,0.07,-4.79,-0.01,-0.07,-1.20,1014.00,1012.00,
26.27,0.00,0.07,-4.79,-0.01,-0.07,-1.20,1013.00,1011.00,
26.28,0.00,0.07,-4.79,-0.01,-0.07,-1.20,1014.00,1012.00,
26.29,0.00,0.07,-4.79,0.00,-0.06,-1.20,1014.00,1011.00,
26.30,0.00,0.07,-4.79,0.00,-0.06,-1.20,1014.00,1011.00,
26.31,0.00,0.07,-4.79,0.00,-0.06,-1.20,1014.00,1012.00,
26.32,0.00,0.07,-4.79,0.00,-0.06,-1.20,1014.00,1012.00,
26.33,0.00,0.07,-4.79,0.00,-0.06,-1.20,1014.00,1012.00,
26.34,0.00,0.07,-4.79,0.00,-0.06,-1.20,1014.00,1012.00,
26.35,0.00,0.07,-4.79,0.00,-0.06,-1.20,1013.00,1011.00,
26.36,0.00,0.07,-4.79,0.00,-0.06,-1.20,1013.00,1012.00,
26.37,0.00,0.07,-4.79,0.00,-0.06,-1.20,1014.00,1012.00,
26.38,0.00,0.07,-4.79,0.00,-0.06,-1.20,1013.00,1012.00,
26.39,0.00,0.07,-4.79,0.00,-0.06,-1.20,1013.00,1012.00,
26.40,0.00,0.07,-4.79,0.00,-0.06,-1.20,1014.00,1012.00,
26.41,0.00,0.07,-4.79,0.00,-0.06,-1.20,1014.00,1011.00,
26.42,0.00,0.07,-4.79,0.00,-0.06,-1.20,1014.00,1011.00,
26.43,0.00,0.07,-4.79,0.00,-0.06,-1.20,1014.00,1012.00,
26.44,0.00,0.08,-4.79,0.00,-0.06,-1.20,1014.00,1010.00,
26.45,0.00,0.08,-4.79,0.00,-0.06,-1.20,1014.00,1011.00,
26.46,0.00,0.08,-4.79,0.00,-0.06,-1.20,1013.00,1011.00,
26.47,0.00,0.08,-4.79,0.00,-0.06,-1.20,1013.00,1012.00,
26.48,0.00,0.08,-4.79,0.00,-0.06,-1.20,1014.00,1012.00,
26.49,0.00,0.08,-4.79,0.00,-0.06,-1.20,1014.00,1012.00,
26.50,0.00,0.08,-4.79,0.00,-0.06,-1.20,1014.00,1012.00,
26.51,0.00,0.08,-4.79,0.00,-0.06,-1.20,1014.00,1012.00,
26.52,0.00,0.08,-4.79,0.00,-0.07,-1.20,1014.00,1011.00,
26.53,0.00,0.08,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.54,0.00,0.08,-4.79,0.00,-0.07,-1.20,1013.00,1012.00,
26.55,0.00,0.08,-4.79,0.00,-0.07,-1.20,1014.00,1011.00,
26.56,0.00,0.08,-4.79,0.00,-0.07,-1.20,1014.00,1011.00,
26.57,0.00,0.08,-4.79,0.00,-0.07,-1.20,1015.00,1011.00,
26.58,0.00,0.08,-4.79,0.00,-0.07,-1.20,1013.00,1011.00,
26.59,0.00,0.08,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.60,0.00,0.08,-4.79,0.00,-0.07,-1.20,1013.00,1011.00,
26.61,0.00,0.08,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.62,0.00,0.08,-4.79,0.00,-0.07,-1.20,1014.00,1013.00,
26.63,0.00,0.08,-4.79,0.00,-0.07,-1.20,1013.00,1012.00,
26.64,0.00,0.08,-4.79,0.00,-0.07,-1.20,1014.00,1011.00,
26.65,0.00,0.08,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.66,0.00,0.08,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.67,0.00,0.08,-4.79,0.00,-0.07,-1.20,1015.00,1011.00,
26.68,0.00,0.08,-4.79,0.00,-0.07,-1.20,1014.00,1011.00,
26.69,0.00,0.08,-4.79,0.00,-0.07,-1.20,1014.00,1011.00,
26.70,0.00,0.07,-4.79,0.00,-0.07,-1.20,1013.00,1012.00,
26.71,0.00,0.07,-4.79,0.00,-0.07,-1.20,1012.00,1012.00,
26.72,0.00,0.07,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.73,0.00,0.07,-4.79,0.00,-0.07,-1.20,1014.00,1011.00,
26.74,0.00,0.07,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.75,0.00,0.07,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.76,0.00,0.07,-4.79,0.00,-0.07,-1.20,1014.00,1013.00,
26.77,0.00,0.07,-4.78,0.00,-0.07,-1.20,1014.00,1012.00,
26.78,0.00,0.07,-4.78,0.00,-0.07,-1.20,1014.00,1011.00,
26.79,0.00,0.07,-4.78,0.00,-0.07,-1.20,1014.00,1012.00,
26.80,0.00,0.07,-4.78,0.00,-0.07,-1.20,1014.00,1012.00,
26.81,0.00,0.07,-4.78,0.00,-0.07,-1.20,1014.00,1011.00,
26.82,0.00,0.07,-4.78,0.00,-0.07,-1.20,1013.00,1012.00,
26.83,0.00,0.07,-4.78,0.00,-0.07,-1.20,1014.00,1012.00,
26.84,0.00,0.07,-4.78,0.00,-0.07,-1.20,1014.00,1012.00,
26.85,0.00,0.07,-4.78,0.00,-0.07,-1.20,1014.00,1012.00,
26.86,0.00,0.07,-4.79,0.00,-0.07,-1.20,1013.00,1011.00,
26.87,0.00,0.07,-4.79,0.00,-0.07,-1.20,1013.00,1010.00,
26.88,0.00,0.07,-4.79,0.00,-0.07,-1.20,1013.00,1012.00,
26.89,0.00,0.07,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.90,0.00,0.07,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.91,0.00,0.08,-4.79,0.00,-0.07,-1.20,1014.00,1011.00,
26.92,0.00,0.08,-4.79,0.00,-0.07,-1.20,1013.00,1012.00,
26.93,0.00,0.08,-4.79,0.00,-0.07,-1.20,1014.00,1012.00,
26.94,0.00,0.08,-4.79,0.00,-0.07,-1.20,1012.00,1012.00,
26.95,0.00,0.08,-4.79,0.00,-0.07,-1.20,1013.00,1012.00,
26.96,0.00,0.08,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
26.97,0.00,0.08,-4.79,0.00,-0.06,-1.19,1013.00,1011.00,
26.98,0.00,0.08,-4.79,0.00,-0.06,-1.19,1014.00,1012.00,
26.99,0.00,0.08,-4.79,0.00,-0.06,-1.20,1013.00,1012.00,
27.00,0.00,0.08,-4.79,0.00,-0.06,-1.20,1014.00,1011.00,
27.01,0.00,0.08,-4.79,0.00,-0.06,-1.20,1013.00,1012.00,
27.02,0.00,0.08,-4.79,0.00,-0.06,-1.20,1014.00,1012.00,
27.03,0.00,0.08,-4.79,0.00,-0.06,-1.20,1014.00,1012.00,
27.04,0.00,0.08,-4.79,0.00,-0.06,-1.19,1014.00,1012.00,
27.05,0.00,0.08,-4.79,0.00,-0.06,-1.19,1014.00,1011.00,
27.06,0.00,0.08,-4.79,0.00,-0.06,-1.19,1014.00,1012.00,
27.07,0.00,0.08,-4.79,0.00,-0.06,-1.19,1015.00,1011.00,
27.08,0.00,0.08,-4.79,0.00,-0.06,-1.19,1014.00,1012.00,
27.09,0.00,0.08,-4.79,0.00,-0.06,-1.19,1014.00,1012.00,
27.10,0.00,0.08,-4.79,0.00,-0.06,-1.19,1014.00,1012.00,
27.11,0.00,0.08,-4.79,0.00,-0.06,-1.19,1013.00,1011.00,
27.12,0.00,0.08,-4.79,0.00,-0.06,-1.19,1013.00,1013.00,
27.13,0.00,0.08,-4.79,0.00,-0.06,-1.19,1014.00,1012.00,
27.14,0.00,0.08,-4.79,0.00,-0.06,-1.19,1014.00,1011.00,
27.15,0.00,0.08,-4.79,0.00,-0.06,-1.19,1012.00,1012.00,
27.16,0.00,0.08,-4.79,0.00,-0.06,-1.19,1014.00,1012.00,
27.17,0.00,0.08,-4.79,0.00,-0.06,-1.19,1014.00,1011.00,
27.18,0.00,0.08,-4.79,0.00,-0.06,-1.19,1014.00,1011.00,
27.19,0.00,0.08,-4.79,0.00,-0.06,-1.19,1014.00,1011.00,
27.20,0.00,0.08,-4.79,0.00,-0.06,-1.19,1014.00,1012.00,
27.21,0.00,0.08,-4.79,0.00,-0.06,-1.19,1013.00,1011.00,
27.22,0.00,0.08,-4.79,0.00,-0.07,-1.19,1015.00,1011.00,
27.23,0.00,0.08,-4.79,0.00,-0.07,-1.19,1013.00,1012.00,
27.24,0.00,0.08,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
27.25,0.00,0.08,-4.79,0.00,-0.07,-1.19,1014.00,1012.00,
27.26,0.00,0.08,-4.79,0.00,-0.07,-1.19,1013.00,1011.00,
27.27,0.00,0.08,-4.79,0.00,-0.07,-1.19,1014.00,1011.00,
27.28,0.00,0.08,-4.79,0.00,-0.07,-1.19,1013.00,1013.00,
27.29,0.00,0.08,-4.79,0.00,-0.07,-1.19,1015.00,1012.00,
27.30,0.00,0.08,-4.79,0.00,-0.07,-1.19,1013.00,1013.00,
27.31,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1011.00,
27.32,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1011.00,
27.33,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1012.00,
27.34,0.00,0.08,-4.78,0.00,-0.07,-1.19,1013.00,1012.00,
27.35,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1011.00,
27.36,0.00,0.08,-4.78,0.00,-0.07,-1.19,1013.00,1012.00,
27.37,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1012.00,
27.38,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1011.00,
27.39,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1012.00,
27.40,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1013.00,
27.41,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1012.00,
27.42,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1013.00,
27.43,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1012.00,
27.44,0.00,0.08,-4.78,0.00,-0.07,-1.19,1013.00,1012.00,
27.45,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1012.00,
27.46,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1012.00,
27.47,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1012.00,
27.48,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1011.00,
27.49,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1012.00,
27.50,0.00,0.08,-4.78,0.00,-0.07,-1.19,1013.00,1011.00,
27.51,0.00,0.08,-4.78,0.00,-0.07,-1.19,1013.00,1012.00,
27.52,0.00,0.08,-4.78,0.00,-0.07,-1.19,1015.00,1011.00,
27.53,0.00,0.08,-4.78,0.00,-0.07,-1.19,1013.00,1012.00,
27.54,0.00,0.08,-4.78,0.00,-0.07,-1.19,1014.00,1012.00,
27.55,0.00,0.08,-4.78,0.00,-0.07,-1.19,1012.00,1011.00,
